City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,ad dawadimi,24.5077,44.3924,20.64,29,0,5.73,SA,1697850612
362,cullowhee,35.3137,-83.1765,12.78,73,100,4.12,US,1697850612
363,brisas de zicatela,15.8369,-97.0419,29.29,58,75,0.0,MX,1697850613
364,axim,4.8699,-2.2405,25.54,88,64,3.26,GH,1697850613
365,coquimbo,-29.9533,-71.3436,13.98,84,39,1.49,CL,1697850614
366,pinos,22.3,-101.5667,14.35,42,86,5.36,MX,1697850614
367,byron bay,-28.65,153.6167,23.42,55,3,4.43,AU,1697850412
368,ar rumaythah,31.5263,45.2025,24.7,36,0,4.53,IQ,1697850614
369,minusinsk,53.7103,91.6875,2.01,86,60,1.21,RU,1697850614
370,galliano,29.4422,-90.2992,25.0,69,0,3.6,US,1697850615
371,sao vicente,-23.9631,-46.3919,21.26,26,100,4.19,BR,1697850615
372,new plymouth,-39.0667,174.0833,16.29,79,52,4.26,NZ,1697850443
373,bac kan,22.1333,105.8333,22.5,59,40,1.59,VN,1697850615
374,sola,-13.8833,167.55,26.55,78,100,4.63,VU,1697850615
375,twon-brass,4.3151,6.2418,26.9,83,24,4.27,NG,1697850616
376,kupang,-10.1667,123.5833,30.32,58,20,3.6,ID,1697850617
377,katutura,-22.521,17.0557,19.39,21,0,2.56,NA,1697850617
378,zuwarah,32.9312,12.082,29.14,28,100,8.6,LY,1697850618
379,bel ombre,-4.6167,55.4167,27.11,75,94,1.15,SC,1697850619
380,hinatuan,8.3722,126.3342,29.77,68,14,1.46,PH,1697850619
381,general conesa,-40.1,-64.4333,20.13,39,86,8.17,AR,1697850620
382,oqtosh,39.9214,65.9253,14.92,75,100,7.78,UZ,1697850620
383,iskushuban,10.2837,50.23,24.22,83,5,3.46,SO,1697850620
384,invercargill,-46.4,168.35,11.68,68,14,8.49,NZ,1697850581
385,turpan,42.9333,89.1667,14.01,29,43,0.65,CN,1697850620
386,atlantic city,39.3643,-74.4229,17.23,96,75,1.79,US,1697850621
387,huarmey,-10.0681,-78.1522,20.63,87,100,4.48,PE,1697850622
388,barre,44.197,-72.5021,14.39,82,100,0.45,US,1697850449
389,mashava,-20.0367,30.4823,18.0,53,0,1.82,ZW,1697850624
390,kaspiyskiy,45.3929,47.3707,12.0,85,83,5.25,RU,1697850624
391,kirensk,57.7853,108.1119,2.03,91,80,1.74,RU,1697850551
392,buka,40.8108,69.1986,15.83,57,100,0.92,UZ,1697850625
393,noosa heads,-26.3833,153.15,26.85,63,0,2.84,AU,1697850625
394,gunnison,38.7,-107.0673,11.47,23,0,2.21,US,1697850625
395,porto novo,6.4965,2.6036,25.58,88,16,2.15,BJ,1697850625
396,ingeniero jacobacci,-41.3427,-69.5448,16.74,35,100,3.82,AR,1697850625
397,vernon,50.2581,-119.2691,16.2,48,100,1.03,CA,1697850341
398,murashi,59.3999,48.9615,-2.6,92,80,1.6,RU,1697850627
399,port moresby,-9.4431,147.1797,26.98,76,100,3.97,PG,1697850628
400,inverness,57.4791,-4.224,7.21,86,40,6.69,GB,1697850452
401,an nimas,19.1455,42.1201,14.58,28,0,2.9,SA,1697850629
402,thinadhoo,0.5333,72.9333,27.03,79,85,5.35,MV,1697850629
403,lazaro cardenas,17.9583,-102.2,26.56,77,100,0.89,MX,1697850513
404,la ronge,55.1001,-105.2842,9.36,62,10,5.41,CA,1697850630
405,yuzhno-kurilsk,44.0306,145.8556,8.18,77,100,5.39,RU,1697850630
406,horasan,40.0458,42.1728,7.37,71,77,0.59,TR,1697850630
407,ortega,3.9361,-75.2217,27.92,52,100,1.16,CO,1697850630
408,la passe,45.5549,-0.8967,14.43,69,100,10.18,FR,1697850630
409,likiep,9.8251,169.3107,28.31,74,100,6.01,MH,1697850631
410,tongliao,43.6125,122.2653,7.65,26,0,3.89,CN,1697850632
411,zhangjiakou shi xuanhua qu,40.6103,115.0447,9.76,32,0,1.33,CN,1697850632
412,petropavlovskaya,45.0819,40.4512,11.58,45,49,2.42,RU,1697850632
413,troitsko-pechorsk,62.7084,56.1964,-1.55,73,92,4.72,RU,1697850632
414,muroto-misakicho,33.2833,134.15,18.0,49,0,6.76,JP,1697850633
415,bodaybo,57.8506,114.1933,2.14,83,30,2.14,RU,1697850593
416,manokwari,-0.8667,134.0833,28.01,71,99,0.43,ID,1697850633
417,mabini,15.6,120.9833,25.89,88,100,1.81,PH,1697850633
418,neftegorsk,52.802,51.166,6.66,89,100,4.45,RU,1697850634
419,woolgoolga,-30.1106,153.2007,28.36,64,0,7.1,AU,1697850634
420,valdivia,-39.8142,-73.2459,11.26,85,95,1.5,CL,1697850635
421,touros,-5.1989,-35.4608,25.91,80,73,7.0,BR,1697850372
422,paredon,16.0333,-93.8667,27.4,63,85,6.01,MX,1697850635
423,belyy yar,53.6039,91.3903,1.94,100,100,0.0,RU,1697850635
424,daru,-9.0763,143.2092,26.44,72,100,4.58,PG,1697850636
425,usogorsk,63.4106,48.6872,-1.37,82,100,5.07,RU,1697850637
426,alta sierra,35.7291,-118.5495,18.1,32,0,2.43,US,1697850637
427,brookings,44.3114,-96.7984,17.32,52,0,5.14,US,1697850439
428,inarajan village,13.2736,144.7484,32.54,83,18,5.2,GU,1697850638
429,bubaque,11.2833,-15.8333,28.49,79,25,5.34,GW,1697850638
430,nizhneangarsk,55.7833,109.55,2.49,78,32,2.18,RU,1697850638
431,trincomalee,8.5711,81.2335,25.07,84,100,2.71,LK,1697850638
432,christchurch,-43.5333,172.6333,15.85,76,100,3.09,NZ,1697850365
433,battenberg,51.0167,8.65,12.56,98,100,2.22,DE,1697850639
434,ta`u,-14.2336,-169.5144,26.47,83,56,7.66,AS,1697850639
435,fort bragg,35.139,-79.006,12.85,95,100,3.09,US,1697850640
436,lido di ostia,41.7321,12.2765,21.95,62,100,3.09,IT,1697850640
437,sao joao da barra,-21.6403,-41.0511,21.08,79,100,1.92,BR,1697850641
438,murun-kuren,49.6342,100.1625,3.25,59,5,0.51,MN,1697850641
439,jacksonville,30.3322,-81.6556,23.37,75,40,5.14,US,1697850085
440,imbituba,-28.24,-48.6703,18.34,87,100,4.11,BR,1697850643
441,kudymkar,59.0173,54.656,-2.4,93,12,1.61,RU,1697850644
442,kindu,-2.95,25.95,21.11,98,95,0.58,CD,1697850644
443,aykhal,66.0,111.5,-1.52,81,100,10.73,RU,1697850436
444,mathba,22.2855,89.9629,22.3,84,0,2.04,BD,1697850644
445,cleveland,41.4995,-81.6954,13.27,93,100,4.12,US,1697850608
446,mirny,62.5353,113.9611,-0.98,86,100,4.02,RU,1697850644
447,mirnyy,62.5353,113.9611,-0.98,86,100,4.02,RU,1697850566
448,sao paulo de olivenca,-3.3783,-68.8725,23.31,95,48,0.73,BR,1697850646
449,rengasdengklok,-6.1592,107.2981,29.07,62,51,2.29,ID,1697850646
450,kourou,5.1552,-52.6478,28.03,85,6,4.3,GF,1697850647
451,lerwick,60.1545,-1.1494,8.0,57,100,12.32,GB,1697850647
452,vadso,70.0744,29.7487,4.09,81,75,7.72,NO,1697850647
453,strugi-krasnyye,58.2675,29.1114,-1.89,87,9,3.74,RU,1697850648
454,wanxian,30.8039,108.3897,17.43,73,98,1.66,CN,1697850648
455,oeiras,-7.0253,-42.1311,27.69,29,8,2.7,BR,1697850352
456,cavelossim,15.1726,73.9419,25.99,86,22,2.08,IN,1697850649
457,florence,43.7667,11.25,18.47,90,40,2.06,IT,1697850650
458,pangai,-19.8,-174.35,24.11,76,38,6.12,TO,1697850439
459,sidney,-33.8679,151.2073,29.23,65,0,7.2,AU,1697850576
460,dauphin,51.1494,-100.0502,14.08,47,0,4.63,CA,1697850353
461,nuuk,64.1835,-51.7216,-0.66,80,75,3.09,GL,1697850650
462,mossel bay,-34.1831,22.146,17.96,92,100,7.8,ZA,1697850651
463,mariental,-24.6333,17.9667,20.57,17,0,2.31,NA,1697850653
464,ittiri,40.5929,8.5684,17.5,77,77,4.32,IT,1697850653
465,tofol,5.3248,163.0078,30.88,70,75,3.09,FM,1697850653
466,ola,59.5833,151.2833,2.86,76,100,9.31,RU,1697850654
467,iwanai,42.9744,140.5089,8.77,42,5,1.9,JP,1697850654
468,taulaga,-11.0553,-171.0883,28.37,74,20,2.86,AS,1697850654
469,rehoboth,-23.3167,17.0833,19.04,14,0,2.45,NA,1697850654
470,la gi,10.6667,107.7833,27.48,82,93,2.49,VN,1697850655
471,aripuana,-9.1667,-60.6333,28.78,34,6,0.48,BR,1697850655
472,nagqu,31.5,92.0,-4.59,71,87,0.56,CN,1697850656
473,kurchatov,51.6601,35.6521,8.56,95,100,4.61,RU,1697850656
474,yanacancha,-10.2411,-76.6456,6.81,83,94,2.43,PE,1697850656
475,reggane,26.7158,0.1714,26.88,18,91,3.96,DZ,1697850657
476,hasaki,35.7333,140.8333,19.22,76,100,10.14,JP,1697850560
477,new norfolk,-42.7826,147.0587,13.84,96,100,2.38,AU,1697850390
478,sinabang,2.4803,96.3801,25.63,85,100,1.46,ID,1697850658
479,sturgis,41.7992,-85.4192,10.07,89,0,4.63,US,1697850659
480,grand falls-windsor,48.9332,-55.6649,10.28,86,100,3.22,CA,1697850659
481,el rosario,24.2556,-107.1828,26.86,90,100,1.63,MX,1697850659
482,yung shue wan,22.2333,114.1167,23.71,79,95,0.45,HK,1697850661
483,itapirapua,-15.8233,-50.6133,30.0,39,28,2.97,BR,1697850661
484,forster,-32.1667,152.5167,26.27,58,0,6.9,AU,1697850662
485,er regueb,34.8593,9.7865,21.95,61,99,6.87,TN,1697850662
486,salinera colan,-5.0333,-81.0667,20.97,82,89,5.52,PE,1697850663
487,salalah,17.0151,54.0924,26.05,61,0,1.03,OM,1697850663
488,tangalle,6.024,80.7911,24.09,86,96,1.19,LK,1697850664
489,farkhor,37.4922,69.4036,18.81,37,100,1.53,TJ,1697850664
490,leongatha,-38.4833,145.95,24.4,35,100,2.48,AU,1697850664
491,hirara,24.8,125.2833,24.15,78,75,8.23,JP,1697850664
492,bojnurd,37.4747,57.329,10.2,72,0,2.11,IR,1697850664
493,ardon,43.17,44.29,-0.45,44,34,1.97,RU,1697850664
494,gualeguay,-33.1416,-59.3097,21.93,64,88,3.99,AR,1697850381
495,bengkulu,-3.8004,102.2655,24.18,92,100,0.56,ID,1697850665
496,conception bay south,47.4999,-52.9981,11.52,93,5,5.3,CA,1697850665
497,tamandare,-8.7597,-35.1047,25.15,82,92,3.43,BR,1697850665
498,kiunga,-6.1219,141.2906,28.8,70,92,1.1,PG,1697850665
499,le pouliguen,47.2697,-2.4278,13.97,83,100,15.2,FR,1697850665
500,mweka,-4.85,21.5667,19.35,98,97,0.45,CD,1697850666
501,aberystwyth,52.4155,-4.0829,10.95,88,100,6.73,GB,1697850666
502,preston,53.7667,-2.7167,9.81,89,100,7.27,GB,1697850666
503,gorodoviki,46.1353,41.9656,11.52,49,33,3.99,RU,1697850666
504,alta,69.9689,23.2717,4.59,78,20,5.14,NO,1697850666
505,winnemucca,40.973,-117.7357,23.03,21,0,1.54,US,1697850667
506,oshakati,-17.7833,15.6833,22.74,24,2,4.68,NA,1697850667
507,quirinopolis,-18.4483,-50.4517,25.96,60,14,3.51,BR,1697850667
508,gadzhiyevo,69.2551,33.3362,2.75,85,100,11.81,RU,1697850667
509,lluta,-16.0147,-72.0142,11.73,74,100,0.88,PE,1697850667
510,martan-chu,43.0637,45.5622,2.94,53,8,2.28,RU,1697850668
511,carahue,-38.7,-73.1667,8.86,85,100,2.21,CL,1697850668
512,port macquarie,-31.4333,152.9167,26.61,55,0,7.15,AU,1697850620
513,kasongo-lunda,-6.4667,16.8167,20.6,98,36,0.54,CD,1697850668
514,gunjur,13.2019,-16.7339,27.04,94,0,0.0,GM,1697850669
515,sydney,-33.8679,151.2073,28.67,65,0,7.2,AU,1697850314
516,dalbandin,28.8947,64.4101,22.81,43,69,2.49,PK,1697850669
517,tabriz,38.08,46.2919,8.7,81,0,2.06,IR,1697850669
518,sirte,31.2089,16.5887,26.47,31,7,9.75,LY,1697850669
519,tyukhtet,56.5389,89.3011,2.63,76,99,3.65,RU,1697850670
520,sebastopol,44.6,33.5333,18.33,57,55,3.58,UA,1697850670
521,castillos,-34.1667,-53.8333,13.04,88,3,3.32,UY,1697850670
522,prey veng,11.4868,105.3253,27.3,83,100,2.43,KH,1697850671
523,dhidhdhoo,6.8833,73.1,28.02,70,18,2.06,MV,1697850631
524,weno,7.4515,151.8468,29.97,79,20,2.06,FM,1697850671
525,shakiso,5.75,38.9167,14.39,99,100,0.43,ET,1697850671
526,taunggyi,20.7833,97.0333,17.05,90,100,0.57,MM,1697850672
527,licata,37.1071,13.9461,24.61,67,100,5.76,IT,1697850673
528,arinos,-15.9169,-46.1056,25.12,69,69,1.73,BR,1697850673
529,fort william,56.8165,-5.1121,6.28,84,100,3.78,GB,1697850673
530,batang berjuntai,3.3833,101.4167,28.2,87,100,0.42,MY,1697850674
531,villa gesell,-37.2639,-56.973,12.84,86,70,6.43,AR,1697850473
532,revda,56.801,59.9303,-0.28,93,82,1.95,RU,1697850674
533,sao jose da coroa grande,-8.8978,-35.1478,25.21,82,81,3.62,BR,1697850674
534,canutama,-6.5339,-64.3831,30.26,40,100,1.42,BR,1697850675
535,plettenberg bay,-34.0527,23.3716,17.1,97,100,4.97,ZA,1697850675
536,port douglas,-16.4833,145.4667,25.02,65,84,3.05,AU,1697850675
537,tutoia,-2.7619,-42.2744,26.92,84,43,5.95,BR,1697850675
538,carboneras,37.0015,-1.9213,15.28,51,3,1.87,ES,1697850675
539,tevriz,57.509,72.4042,1.5,99,100,2.26,RU,1697850676
540,bonito,-21.1211,-56.4819,21.76,90,98,0.79,BR,1697850677
541,ostersund,63.1792,14.6357,-4.75,93,100,1.54,SE,1697850677
542,churapcha,62.0025,132.4325,-10.61,86,76,1.68,RU,1697850678
543,calau,51.75,13.9333,9.41,97,100,2.14,DE,1697850678
544,city of balikpapan,-1.242,116.8942,28.97,84,20,1.54,ID,1697850678
545,cotonou,6.3654,2.4183,26.47,85,11,3.88,BJ,1697850679
546,freetown,8.484,-13.2299,25.83,88,100,2.37,SL,1697850680
547,awjilah,29.1081,21.2869,23.19,28,0,4.24,LY,1697850683
548,fada,9.5667,8.3,21.23,89,100,0.98,NG,1697850683
549,sumbawa besar,-8.5,117.4333,32.51,34,83,2.42,ID,1697850684
550,dunedin,-45.8742,170.5036,15.45,54,46,4.02,NZ,1697850684
551,kalemie,-5.9475,29.1947,22.19,82,98,3.04,CD,1697850684
552,shetpe,44.1667,52.1167,7.94,69,100,3.58,KZ,1697850686
553,zhicheng,30.2956,111.5047,17.34,62,76,1.03,CN,1697850686
554,yanam,16.7333,82.2167,25.56,82,26,2.66,IN,1697850690
555,cascais,38.6979,-9.4215,15.59,87,83,4.47,PT,1697850691
556,gannan,47.9147,123.5031,4.25,29,7,2.6,CN,1697850693
557,kayangel,8.0823,134.7173,29.08,72,32,4.25,PW,1697850694
558,tonota,-21.4833,27.4833,19.47,41,0,2.81,BW,1697850696
559,hargeysa,9.56,44.065,19.24,89,40,3.49,SO,1697850696
560,westport,41.1415,-73.3579,16.98,92,100,4.63,US,1697850665
561,riberalta,-10.9833,-66.1,29.73,40,48,1.03,BO,1697850697
562,yamada,39.4667,141.95,14.13,53,25,1.21,JP,1697850546
